date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:45:33	83/83	---M--	409	error ('Conflict')	text/html	date:Fri,%2031%20Jan%202020%2012:15:32%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/prebuilt-pages/default-register.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/prebuilt-pages/default-register.4e.delayed	(from http://slidesigma.com/themes/html/mednalytics/)
17:45:36	8816/8816	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/prebuilt-pages/lock-screen.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/prebuilt-pages/lock-screen.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:45:37	5017/5017	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/prebuilt-pages/coming-soon.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/prebuilt-pages/coming-soon.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:45:38	3205/3205	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/prebuilt-pages/error.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/prebuilt-pages/error.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:45:40	65664/65664	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/prebuilt-pages/faq.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/prebuilt-pages/faq.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:45:42	64923/64923	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/prebuilt-pages/portfolio.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/prebuilt-pages/portfolio.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:45:43	82681/82681	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/prebuilt-pages/user-profile.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/prebuilt-pages/user-profile.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:45:44	60603/60603	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/prebuilt-pages/invoice.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/prebuilt-pages/invoice.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:45:46	88592/88592	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/dashboard/web-analytics.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/dashboard/web-analytics.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:45:47	104350/104350	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/dashboard/social-media.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/dashboard/social-media.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:45:48	87000/87000	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/dashboard/project-management.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/dashboard/project-management.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:45:50	86504/86504	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/dashboard/client-management.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/dashboard/client-management.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:45:51	107517/107517	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/apps/chat.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/apps/chat.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:45:53	99880/99880	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/apps/email.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/apps/email.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:45:54	76340/76340	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/apps/to-do-list.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/apps/to-do-list.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:45:55	1315/1315	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Jan%202020%2017:31:06%20GMT	http://slidesigma.com/themes/html/mednalytics/assets/img/mednalytics-logo-84x41.png	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/assets/img/mednalytics-logo-84x41.png	(from http://slidesigma.com/themes/html/mednalytics/)
17:45:57	26016/26016	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2018:18:46%20GMT	http://slidesigma.com/themes/html/mednalytics/assets/img/portfolio/gallery-4-760x260.jpg	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/assets/img/portfolio/gallery-4-760x260.jpg	(from http://slidesigma.com/themes/html/mednalytics/)
17:46:00	55657/55657	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2017:31:06%20GMT	http://slidesigma.com/themes/html/mednalytics/assets/img/dashboard/doctor-1.jpg	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/assets/img/dashboard/doctor-1.jpg	(from http://slidesigma.com/themes/html/mednalytics/)
17:46:08	47156/47156	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2017:31:06%20GMT	http://slidesigma.com/themes/html/mednalytics/assets/img/dashboard/doctor-4.jpg	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/assets/img/dashboard/doctor-4.jpg	(from http://slidesigma.com/themes/html/mednalytics/)
17:46:12	88297/88297	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2017:31:06%20GMT	http://slidesigma.com/themes/html/mednalytics/assets/img/dashboard/doctor-2.jpg	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/assets/img/dashboard/doctor-2.jpg	(from http://slidesigma.com/themes/html/mednalytics/)
17:46:14	60308/60308	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2017:31:06%20GMT	http://slidesigma.com/themes/html/mednalytics/assets/img/dashboard/patient-5.jpg	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/assets/img/dashboard/patient-5.jpg	(from http://slidesigma.com/themes/html/mednalytics/)
17:46:15	76695/76695	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2017:31:06%20GMT	http://slidesigma.com/themes/html/mednalytics/assets/img/dashboard/patient-1.jpg	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/assets/img/dashboard/patient-1.jpg	(from http://slidesigma.com/themes/html/mednalytics/)
17:46:23	55245/55245	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2017:31:06%20GMT	http://slidesigma.com/themes/html/mednalytics/assets/img/dashboard/patient-6.jpg	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/assets/img/dashboard/patient-6.jpg	(from http://slidesigma.com/themes/html/mednalytics/)
17:46:33	70721/70721	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2017:31:06%20GMT	http://slidesigma.com/themes/html/mednalytics/assets/img/dashboard/patient-8.jpg	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/assets/img/dashboard/patient-8.jpg	(from http://slidesigma.com/themes/html/mednalytics/)
17:46:36	47997/47997	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2017:31:06%20GMT	http://slidesigma.com/themes/html/mednalytics/assets/img/dashboard/doctor-5.jpg	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/assets/img/dashboard/doctor-5.jpg	(from http://slidesigma.com/themes/html/mednalytics/)
17:46:43	64067/64067	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2017:31:06%20GMT	http://slidesigma.com/themes/html/mednalytics/assets/img/dashboard/patient-3.jpg	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/assets/img/dashboard/patient-3.jpg	(from http://slidesigma.com/themes/html/mednalytics/)
17:46:53	70805/70805	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2017:31:06%20GMT	http://slidesigma.com/themes/html/mednalytics/assets/img/dashboard/patient-2.jpg	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/assets/img/dashboard/patient-2.jpg	(from http://slidesigma.com/themes/html/mednalytics/)
17:46:54	59719/59719	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202020%2017:31:06%20GMT	http://slidesigma.com/themes/html/mednalytics/assets/img/dashboard/patient-4.jpg	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/assets/img/dashboard/patient-4.jpg	(from http://slidesigma.com/themes/html/mednalytics/)
17:47:00	20537/20537	---M--	200	added ('OK')	application/javascript	date:Fri,%2003%20Jan%202020%2017:31:08%20GMT	http://slidesigma.com/themes/html/mednalytics/assets/js/popper.min.js	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/assets/js/popper.min.js	(from http://slidesigma.com/themes/html/mednalytics/)
17:47:07	86927/86927	---M--	200	added ('OK')	application/javascript	date:Fri,%2003%20Jan%202020%2017:31:08%20GMT	http://slidesigma.com/themes/html/mednalytics/assets/js/jquery-3.3.1.min.js	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/assets/js/jquery-3.3.1.min.js	(from http://slidesigma.com/themes/html/mednalytics/)
17:47:07	51039/51039	---M--	200	added ('OK')	application/javascript	date:Fri,%2003%20Jan%202020%2017:31:08%20GMT	http://slidesigma.com/themes/html/mednalytics/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/assets/js/bootstrap.min.js	(from http://slidesigma.com/themes/html/mednalytics/)
17:47:08	36645/36645	---M--	200	added ('OK')	application/javascript	date:Fri,%2003%20Jan%202020%2017:31:08%20GMT	http://slidesigma.com/themes/html/mednalytics/assets/js/perfect-scrollbar.js	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/assets/js/perfect-scrollbar.js	(from http://slidesigma.com/themes/html/mednalytics/)
17:47:11	6462/6462	---M--	200	added ('OK')	application/javascript	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/assets/js/topojson.v1.min.js	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/assets/js/topojson.v1.min.js	(from http://slidesigma.com/themes/html/mednalytics/)
17:47:19	42863/42863	---M--	200	added ('OK')	application/javascript	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/assets/js/slick.min.js	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/assets/js/slick.min.js	(from http://slidesigma.com/themes/html/mednalytics/)
17:47:22	129533/129533	---M--	200	added ('OK')	application/javascript	date:Fri,%2003%20Jan%202020%2017:31:08%20GMT	http://slidesigma.com/themes/html/mednalytics/assets/js/jquery-ui.min.js	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/assets/js/jquery-ui.min.js	(from http://slidesigma.com/themes/html/mednalytics/)
17:47:25	7916/7916	---M--	200	added ('OK')	application/javascript	date:Fri,%2003%20Jan%202020%2017:31:08%20GMT	http://slidesigma.com/themes/html/mednalytics/assets/js/jquery.webticker.min.js	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/assets/js/jquery.webticker.min.js	(from http://slidesigma.com/themes/html/mednalytics/)
17:47:30	151725/151725	---M--	200	added ('OK')	application/javascript	date:Fri,%2003%20Jan%202020%2017:31:08%20GMT	http://slidesigma.com/themes/html/mednalytics/assets/js/d3.v3.min.js	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/assets/js/d3.v3.min.js	(from http://slidesigma.com/themes/html/mednalytics/)
17:47:32	140399/140399	---M--	200	added ('OK')	application/javascript	date:Fri,%2003%20Jan%202020%2017:31:08%20GMT	http://slidesigma.com/themes/html/mednalytics/assets/js/datamaps.all.min.js	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/assets/js/datamaps.all.min.js	(from http://slidesigma.com/themes/html/mednalytics/)
17:47:35	12381/12381	---M--	200	added ('OK')	application/javascript	date:Fri,%2003%20Jan%202020%2018:24:32%20GMT	http://slidesigma.com/themes/html/mednalytics/assets/js/index-chart.js	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/assets/js/index-chart.js	(from http://slidesigma.com/themes/html/mednalytics/)
17:47:35	10816/10816	---M--	200	added ('OK')	application/javascript	date:Fri,%2003%20Jan%202020%2017:31:08%20GMT	http://slidesigma.com/themes/html/mednalytics/assets/js/calendar.js	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/assets/js/calendar.js	(from http://slidesigma.com/themes/html/mednalytics/)
17:47:37	466/466	---M--	200	added ('OK')	application/javascript	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/assets/js/settings.js	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/assets/js/settings.js	(from http://slidesigma.com/themes/html/mednalytics/)
17:47:38	16452/16452	---M--	200	added ('OK')	application/javascript	date:Fri,%2003%20Jan%202020%2017:31:08%20GMT	http://slidesigma.com/themes/html/mednalytics/assets/js/framework.js	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/assets/js/framework.js	(from http://slidesigma.com/themes/html/mednalytics/)
17:47:39	128945/128945	---M--	200	added ('OK')	application/javascript	date:Fri,%2003%20Jan%202020%2017:31:08%20GMT	http://slidesigma.com/themes/html/mednalytics/assets/js/moment.js	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/assets/js/moment.js	(from http://slidesigma.com/themes/html/mednalytics/)
17:47:50	64144/64144	---M--	200	added ('OK')	font/woff2	date:Fri,%2003%20Jan%202020%2017:31:52%20GMT	http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-brands-400.woff2	(from http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/css/all.min.css)
17:47:56	210419/210419	---M--	200	added ('OK')	application/javascript	date:Fri,%2003%20Jan%202020%2017:31:08%20GMT	http://slidesigma.com/themes/html/mednalytics/assets/js/Chart.bundle.min.js	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/assets/js/Chart.bundle.min.js	(from http://slidesigma.com/themes/html/mednalytics/)
17:47:56	116516/116516	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2003%20Jan%202020%2017:31:52%20GMT	http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-brands-400.eot	(from http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/css/all.min.css)
17:47:57	116516/116516	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2003%20Jan%202020%2017:31:52%20GMT	http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-brands-400d41d.eot	(from http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/css/all.min.css)
17:48:06	629256/629256	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2003%20Jan%202020%2017:31:52%20GMT	http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-brands-400.svg	(from http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/css/all.min.css)
17:48:08	74928/74928	---M--	200	added ('OK')	font/woff	date:Fri,%2003%20Jan%202020%2017:31:52%20GMT	http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-brands-400.woff	(from http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/css/all.min.css)
17:48:12	14888/14888	---M--	200	added ('OK')	font/woff2	date:Fri,%2003%20Jan%202020%2017:31:52%20GMT	http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-regular-400.woff2	(from http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/css/all.min.css)
17:48:12	40644/40644	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2003%20Jan%202020%2017:31:52%20GMT	http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-regular-400.eot	(from http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/css/all.min.css)
17:48:15	40644/40644	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2003%20Jan%202020%2017:31:52%20GMT	http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-regular-400d41d.eot	(from http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/css/all.min.css)
17:48:15	18156/18156	---M--	200	added ('OK')	font/woff	date:Fri,%2003%20Jan%202020%2017:31:52%20GMT	http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-regular-400.woff	(from http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/css/all.min.css)
17:48:17	141405/141405	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2003%20Jan%202020%2017:31:52%20GMT	http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-regular-400.svg	(from http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/css/all.min.css)
17:48:21	116280/116280	---M--	200	added ('OK')	font/ttf	date:Fri,%2003%20Jan%202020%2017:31:52%20GMT	http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-brands-400.ttf	(from http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/css/all.min.css)
17:48:21	40416/40416	---M--	200	added ('OK')	font/ttf	date:Fri,%2003%20Jan%202020%2017:31:52%20GMT	http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-regular-400.ttf	(from http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/css/all.min.css)
17:48:30	62472/62472	---M--	200	added ('OK')	font/woff2	date:Fri,%2003%20Jan%202020%2017:31:52%20GMT	http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-solid-900.woff2	(from http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/css/all.min.css)
17:48:35	80484/80484	---M--	200	added ('OK')	font/woff	date:Fri,%2003%20Jan%202020%2017:31:52%20GMT	http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-solid-900.woff	(from http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/css/all.min.css)
17:48:42	624767/624767	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2003%20Jan%202020%2017:31:52%20GMT	http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-solid-900.svg	(from http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/css/all.min.css)
17:48:48	21818/21818	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2003%20Jan%202020%2017:31:12%20GMT	http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/flat-icons/Flaticon.eot	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/flat-icons/Flaticon.eot	(from http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/flat-icons/flaticon.css)
17:48:49	168396/168396	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2003%20Jan%202020%2017:31:52%20GMT	http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-solid-900.eot	(from http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/css/all.min.css)
17:48:51	168396/168396	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2003%20Jan%202020%2017:31:52%20GMT	http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-solid-900d41d.eot	(from http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/css/all.min.css)
17:48:54	11420/11420	---M--	200	added ('OK')	font/woff2	date:Fri,%2003%20Jan%202020%2017:31:12%20GMT	http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/flat-icons/Flaticon.woff2	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/flat-icons/Flaticon.woff2	(from http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/flat-icons/flaticon.css)
17:48:54	21818/21818	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2003%20Jan%202020%2017:31:12%20GMT	http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/flat-icons/Flaticon.eot?	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/flat-icons/Flaticond41d.eot	(from http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/flat-icons/flaticon.css)
17:48:56	13572/13572	---M--	200	added ('OK')	font/woff	date:Fri,%2003%20Jan%202020%2017:31:12%20GMT	http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/flat-icons/Flaticon.woff	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/flat-icons/Flaticon.woff	(from http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/flat-icons/flaticon.css)
17:48:59	153023/153023	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2003%20Jan%202020%2017:31:12%20GMT	http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/flat-icons/Flaticon.svg	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/flat-icons/Flaticon.svg	(from http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/flat-icons/flaticon.css)
17:49:01	21640/21640	---M--	200	added ('OK')	font/ttf	date:Fri,%2003%20Jan%202020%2017:31:12%20GMT	http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/flat-icons/Flaticon.ttf	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/flat-icons/Flaticon.ttf	(from http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/flat-icons/flaticon.css)
17:49:01	168176/168176	---M--	200	added ('OK')	font/ttf	date:Fri,%2003%20Jan%202020%2017:31:52%20GMT	http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/webfonts/fa-solid-900.ttf	(from http://slidesigma.com/themes/html/mednalytics/vendors/iconic-fonts/font-awesome/css/all.min.css)
17:49:08	47735/47735	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2031%20Jan%202020%2012:19:06%20GMT	http://slidesigma.com/themes/html/mednalytics/assets/img/others/ui-icons_444444_256x240.png	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/assets/img/others/ui-icons_444444_256x240.93.delayed	(from http://slidesigma.com/themes/html/mednalytics/assets/css/jquery-ui.min.css)
